date,gos_organ,page
2020-12-14,Росздравнадзор,1
2020-12-14,Роскомнадзор,20
2020-12-14,суды,604
2020-12-15,Генпрокуратура,3
2020-12-15,МВД,23
2020-12-15,Минкомсвязь,60
2020-12-15,Росздравнадзор,3
2020-12-15,Роскомнадзор,29
2020-12-15,Роспотребнадзор,4
2020-12-15,суды,137
2020-12-16,МВД,2
2020-12-16,Минкомсвязь,78
2020-12-16,Росздравнадзор,10
2020-12-16,Роскомнадзор,40
2020-12-16,Роспотребнадзор,5
2020-12-16,ФНС,232
2020-12-16,суды,224
2020-12-17,МВД,43
2020-12-17,Минкомсвязь,119
2020-12-17,Росалкогольрегулирование,51
2020-12-17,Росздравнадзор,3
2020-12-17,Роскомнадзор,27
2020-12-17,Роспотребнадзор,3
2020-12-17,суды,258
2020-12-18,МВД,64
2020-12-18,Минкомсвязь,55
2020-12-18,Росздравнадзор,5
2020-12-18,Роскомнадзор,26
2020-12-18,Роспотребнадзор,4
2020-12-18,ФНС,188
2020-12-18,суды,93
2020-12-21,Генпрокуратура,1
2020-12-21,МВД,1
2020-12-21,Минкомсвязь,39
2020-12-21,Росздравнадзор,2
2020-12-21,Роскомнадзор,15
2020-12-21,Роспотребнадзор,1
2020-12-21,ФНС,33
2020-12-21,суды,736
2020-12-22,Генпрокуратура,3
2020-12-22,МВД,34
2020-12-22,Росздравнадзор,10
2020-12-22,Роскомнадзор,10
2020-12-22,Роспотребнадзор,2
2020-12-22,суды,433
2020-12-23,Генпрокуратура,2
2020-12-23,МВД,86
2020-12-23,Минкомсвязь,146
2020-12-23,Росздравнадзор,1
2020-12-23,Роскомнадзор,14
2020-12-23,ФНС,71
2020-12-23,суды,274
2020-12-24,Генпрокуратура,3
2020-12-24,Минкомсвязь,56
2020-12-24,Росалкогольрегулирование,75
2020-12-24,Росздравнадзор,11
2020-12-24,Роскомнадзор,24
2020-12-24,ФНС,28
2020-12-24,суды,1306
2020-12-25,МВД,11
2020-12-25,Минкомсвязь,61
2020-12-25,Росздравнадзор,9
2020-12-25,Роскомнадзор,54
2020-12-25,суды,163
2020-12-26,суды,3
2020-12-28,МВД,4
2020-12-28,Росздравнадзор,4
2020-12-28,Роскомнадзор,38
2020-12-28,Роспотребнадзор,1
2020-12-28,ФНС,162
2020-12-28,суды,280
2020-12-29,МВД,23
2020-12-29,Минкомсвязь,75
2020-12-29,Роскомнадзор,14
2020-12-29,суды,181
2020-12-30,МВД,9
2020-12-30,Минкомсвязь,74
2020-12-30,Росздравнадзор,4
2020-12-30,Роскомнадзор,6
2020-12-30,суды,217
2020-12-31,Росалкогольрегулирование,74
2020-12-31,Росздравнадзор,3
2020-12-31,Роскомнадзор,12
2020-12-31,ФНС,64
2020-12-31,суды,14
2021-01-04,Роскомнадзор,10
2021-01-06,Роспотребнадзор,1
2021-01-07,МВД,3
2021-01-11,Минкомсвязь,60
2021-01-11,Росздравнадзор,7
2021-01-11,Роскомнадзор,23
2021-01-11,суды,220
2021-01-12,Генпрокуратура,15
2021-01-12,МВД,10
2021-01-12,Минкомсвязь,68
2021-01-12,Росздравнадзор,7
2021-01-12,Роскомнадзор,24
2021-01-12,Роспотребнадзор,1
2021-01-12,ФНС,220
2021-01-12,суды,207
2021-01-13,Генпрокуратура,2
2021-01-13,МВД,6
2021-01-13,Минкомсвязь,38
2021-01-13,Росздравнадзор,8
2021-01-13,Роскомнадзор,19
2021-01-13,Роспотребнадзор,1
2021-01-13,суды,155
2021-01-14,Минкомсвязь,4
2021-01-14,Росалкогольрегулирование,52
2021-01-14,Росздравнадзор,3
2021-01-14,Роскомнадзор,19
2021-01-14,Росмолодежь,1
2021-01-14,ФНС,219
2021-01-14,суды,194
2021-01-15,Генпрокуратура,1
2021-01-15,МВД,3
2021-01-15,Минкомсвязь,89
2021-01-15,Росздравнадзор,9
2021-01-15,Роскомнадзор,8
2021-01-15,ФНС,52
2021-01-15,суды,107
2021-01-18,МВД,21
2021-01-18,Минкомсвязь,58
2021-01-18,Роскомнадзор,3
2021-01-18,суды,202
2021-01-19,Генпрокуратура,2
2021-01-19,Минкомсвязь,33
2021-01-19,Росздравнадзор,7
2021-01-19,Роскомнадзор,18
2021-01-19,ФНС,219
2021-01-19,суды,271
2021-01-20,Минкомсвязь,128
2021-01-20,Росздравнадзор,3
2021-01-20,Роскомнадзор,15
2021-01-20,ФНС,181
2021-01-20,суды,195
2021-01-21,МВД,18
2021-01-21,Минкомсвязь,37
2021-01-21,Росалкогольрегулирование,110
2021-01-21,Росздравнадзор,14
2021-01-21,Роскомнадзор,4
2021-01-21,Росмолодежь,2
2021-01-21,суды,188
2021-01-22,Генпрокуратура,3
2021-01-22,МВД,1
2021-01-22,Минкомсвязь,75
2021-01-22,Росздравнадзор,14
2021-01-22,Роскомнадзор,2
2021-01-22,ФНС,139
2021-01-22,суды,182
2021-01-24,суды,3
2021-01-25,Генпрокуратура,2
2021-01-25,МВД,26
2021-01-25,Минкомсвязь,100
2021-01-25,Росздравнадзор,10
2021-01-25,Роспотребнадзор,1
2021-01-25,суды,145
2021-01-26,Генпрокуратура,4
2021-01-26,МВД,2
2021-01-26,Минкомсвязь,14
2021-01-26,Росздравнадзор,11
2021-01-26,Роскомнадзор,44
2021-01-26,суды,124
2021-01-27,МВД,42
2021-01-27,Минкомсвязь,76
2021-01-27,Росздравнадзор,63
2021-01-27,Роскомнадзор,51
2021-01-27,ФНС,172
2021-01-27,суды,247
2021-01-28,Генпрокуратура,2
2021-01-28,Минкомсвязь,35
2021-01-28,Росздравнадзор,4
2021-01-28,Роскомнадзор,31
2021-01-28,суды,306
2021-01-29,Минкомсвязь,26
2021-01-29,Росалкогольрегулирование,82
2021-01-29,Росздравнадзор,65
2021-01-29,Роскомнадзор,14
2021-01-29,ФНС,140
2021-01-29,суды,115
2021-01-31,суды,1
2021-02-01,Генпрокуратура,7
2021-02-01,МВД,3
2021-02-01,Минкомсвязь,57
2021-02-01,Росздравнадзор,7
2021-02-01,Роскомнадзор,57
2021-02-01,суды,378
2021-02-02,Генпрокуратура,7
2021-02-02,МВД,22
2021-02-02,Минкомсвязь,49
2021-02-02,Росздравнадзор,4
2021-02-02,Роскомнадзор,7
2021-02-02,Росмолодежь,1
2021-02-02,ФНС,224
2021-02-02,суды,155
2021-02-03,МВД,2
2021-02-03,Минкомсвязь,117
2021-02-03,Росздравнадзор,15
2021-02-03,Роскомнадзор,31
2021-02-03,суды,166
2021-02-04,МВД,1
2021-02-04,Росалкогольрегулирование,70
2021-02-04,Росздравнадзор,12
2021-02-04,Роскомнадзор,12
2021-02-04,суды,231
2021-02-05,Генпрокуратура,1
2021-02-05,МВД,1
2021-02-05,Минкомсвязь,88
2021-02-05,Росздравнадзор,47
2021-02-05,Роскомнадзор,21
2021-02-05,Росмолодежь,1
2021-02-05,ФНС,151
2021-02-05,суды,142
2021-02-08,Минкомсвязь,50
2021-02-08,Росздравнадзор,4
2021-02-08,Роскомнадзор,9
2021-02-08,суды,468
2021-02-09,Генпрокуратура,9
2021-02-09,МВД,8
2021-02-09,Минкомсвязь,3
2021-02-09,Росздравнадзор,78
2021-02-09,Роскомнадзор,13
2021-02-09,суды,353
2021-02-10,МВД,1
2021-02-10,Минкомсвязь,63
2021-02-10,Росздравнадзор,31
2021-02-10,Роскомнадзор,26
2021-02-10,ФНС,98
2021-02-10,суды,153
2021-02-11,Генпрокуратура,1
2021-02-11,МВД,4
2021-02-11,Росздравнадзор,26
2021-02-11,Роскомнадзор,28
2021-02-11,суды,466
2021-02-12,Генпрокуратура,11
2021-02-12,МВД,7
2021-02-12,Минкомсвязь,75
2021-02-12,Росздравнадзор,8
2021-02-12,Роскомнадзор,10
2021-02-12,суды,141
2021-02-15,МВД,16
2021-02-15,Минкомсвязь,113
2021-02-15,Росалкогольрегулирование,81
2021-02-15,Роскомнадзор,24
2021-02-15,суды,290
2021-02-16,Генпрокуратура,3
2021-02-16,МВД,4
2021-02-16,Минкомсвязь,39
2021-02-16,Росздравнадзор,44
2021-02-16,Роскомнадзор,29
2021-02-16,суды,158
2021-02-17,Минкомсвязь,48
2021-02-17,Росздравнадзор,3
2021-02-17,Роскомнадзор,28
2021-02-17,суды,351
2021-02-18,Генпрокуратура,1
2021-02-18,МВД,4
2021-02-18,Минкомсвязь,56
2021-02-18,Росздравнадзор,29
2021-02-18,Роскомнадзор,7
2021-02-18,суды,332
2021-02-19,Генпрокуратура,10
2021-02-19,МВД,69
2021-02-19,Минкомсвязь,2
2021-02-19,Росалкогольрегулирование,68
2021-02-19,Росздравнадзор,16
2021-02-19,Роскомнадзор,7
2021-02-19,суды,480
2021-02-20,Минкомсвязь,51
2021-02-20,Росздравнадзор,8
2021-02-20,Роскомнадзор,28
2021-02-20,суды,150
2021-02-21,суды,2
2021-02-22,суды,5
2021-02-24,МВД,25
2021-02-24,Минкомсвязь,84
2021-02-24,Росздравнадзор,19
2021-02-24,Роскомнадзор,39
2021-02-24,Росмолодежь,4
2021-02-24,суды,270
2021-02-25,МВД,33
2021-02-25,Минкомсвязь,91
2021-02-25,Росздравнадзор,14
2021-02-25,Роскомнадзор,37
2021-02-25,суды,285
2021-02-26,Генпрокуратура,13
2021-02-26,МВД,15
2021-02-26,Минкомсвязь,39
2021-02-26,Росздравнадзор,57
2021-02-26,Росмолодежь,1
2021-02-26,ФНС,209
2021-02-26,суды,643
2021-02-27,суды,4
2021-02-28,суды,1
2021-03-01,МВД,15
2021-03-01,Минкомсвязь,56
2021-03-01,Росздравнадзор,23
2021-03-01,Роскомнадзор,25
2021-03-01,Росмолодежь,1
2021-03-01,суды,269
2021-03-02,Генпрокуратура,6
2021-03-02,МВД,10
2021-03-02,Минкомсвязь,56
2021-03-02,Росздравнадзор,1
2021-03-02,Роскомнадзор,64
2021-03-02,судебные приставы,1
2021-03-02,суды,222
2021-03-03,Минкомсвязь,63
2021-03-03,Росалкогольрегулирование,100
2021-03-03,Росздравнадзор,8
2021-03-03,Роскомнадзор,29
2021-03-03,ФНС,55
2021-03-03,суды,216
2021-03-04,МВД,17
2021-03-04,Росздравнадзор,29
2021-03-04,Роскомнадзор,10
2021-03-04,суды,313
2021-03-05,Генпрокуратура,8
2021-03-05,МВД,18
2021-03-05,Минкомсвязь,110
2021-03-05,Росздравнадзор,5
2021-03-05,Роскомнадзор,5
2021-03-05,суды,316
2021-03-09,МВД,1
2021-03-09,Минкомсвязь,76
2021-03-09,Росздравнадзор,25
2021-03-09,суды,259
2021-03-10,Генпрокуратура,6
2021-03-10,МВД,2
2021-03-10,Минкомсвязь,43
2021-03-10,Росалкогольрегулирование,56
2021-03-10,Росздравнадзор,20
2021-03-10,Роскомнадзор,58
2021-03-10,суды,249
2021-03-11,МВД,26
2021-03-11,Минкомсвязь,47
2021-03-11,Росздравнадзор,19
2021-03-11,Роскомнадзор,31
2021-03-11,суды,250
2021-03-12,Генпрокуратура,13
2021-03-12,МВД,1
2021-03-12,Минкомсвязь,63
2021-03-12,Росздравнадзор,26
2021-03-12,Роскомнадзор,28
2021-03-12,ФНС,132
2021-03-12,суды,248
2021-03-14,Роскомнадзор,1
2021-03-15,МВД,18
2021-03-15,Минкомсвязь,34
2021-03-15,Росздравнадзор,29
2021-03-15,Роскомнадзор,26
2021-03-15,суды,267
2021-03-16,Генпрокуратура,32
2021-03-16,МВД,8
2021-03-16,Минкомсвязь,56
2021-03-16,Росздравнадзор,18
2021-03-16,суды,139
2021-03-17,Минкомсвязь,81
2021-03-17,Росалкогольрегулирование,86
2021-03-17,Росздравнадзор,31
2021-03-17,Роскомнадзор,61
2021-03-17,суды,343
2021-03-18,МВД,14
2021-03-18,Минкомсвязь,38
2021-03-18,Росздравнадзор,22
2021-03-18,Роскомнадзор,60
2021-03-18,ФНС,66
2021-03-18,суды,294
2021-03-19,Генпрокуратура,13
2021-03-19,МВД,26
2021-03-19,Минкомсвязь,52
2021-03-19,Росздравнадзор,13
2021-03-19,Роскомнадзор,22
2021-03-19,суды,261
2021-03-22,МВД,10
2021-03-22,Минкомсвязь,71
2021-03-22,Росздравнадзор,40
2021-03-22,Роскомнадзор,15
2021-03-22,Роспотребнадзор,1
2021-03-22,судебные приставы,9
2021-03-22,суды,200
2021-03-23,Генпрокуратура,15
2021-03-23,Минкомсвязь,36
2021-03-23,Росалкогольрегулирование,57
2021-03-23,Росздравнадзор,18
2021-03-23,судебные приставы,3
2021-03-23,суды,221
2021-03-24,МВД,28
2021-03-24,Минкомсвязь,67
2021-03-24,Росздравнадзор,27
2021-03-24,Роскомнадзор,47
2021-03-24,Росмолодежь,2
2021-03-24,ФНС,153
2021-03-24,суды,363
2021-03-25,МВД,4
2021-03-25,Минкомсвязь,52
2021-03-25,Росздравнадзор,29
2021-03-25,Роскомнадзор,21
2021-03-25,суды,355
2021-03-26,Генпрокуратура,13
2021-03-26,МВД,1
2021-03-26,Минкомсвязь,37
2021-03-26,Росздравнадзор,8
2021-03-26,Роскомнадзор,6
2021-03-26,суды,151
2021-03-27,Роскомнадзор,5
2021-03-29,МВД,19
2021-03-29,Минкомсвязь,81
2021-03-29,Росздравнадзор,57
2021-03-29,Роскомнадзор,2
2021-03-29,ФНС,5
2021-03-29,суды,1312
2021-03-30,МВД,30
2021-03-30,Минкомсвязь,49
2021-03-30,Росздравнадзор,15
2021-03-30,Роскомнадзор,22
2021-03-30,ФНС,209
2021-03-30,суды,702
2021-03-31,Генпрокуратура,13
2021-03-31,МВД,2
2021-03-31,Минкомсвязь,56
2021-03-31,Росалкогольрегулирование,15
2021-03-31,Росздравнадзор,11
2021-03-31,Роскомнадзор,9
2021-03-31,Росмолодежь,1
2021-03-31,ФНС,111
2021-03-31,суды,276
2021-04-01,Минкомсвязь,48
2021-04-01,Росалкогольрегулирование,21
2021-04-01,Росздравнадзор,14
2021-04-01,Роскомнадзор,24
2021-04-01,суды,236
2021-04-02,МВД,53
2021-04-02,Минкомсвязь,34
2021-04-02,Росалкогольрегулирование,15
2021-04-02,Росздравнадзор,16
2021-04-02,Роскомнадзор,24
2021-04-02,Роспотребнадзор,1
2021-04-02,ФНС,98
2021-04-02,суды,158
2021-04-05,Генпрокуратура,26
2021-04-05,МВД,1
2021-04-05,Минкомсвязь,70
2021-04-05,Росалкогольрегулирование,26
2021-04-05,Росздравнадзор,15
2021-04-05,Роскомнадзор,20
2021-04-05,ФНС,73
2021-04-05,суды,193
2021-04-06,Генпрокуратура,8
2021-04-06,МВД,17
2021-04-06,Минкомсвязь,55
2021-04-06,Росалкогольрегулирование,23
2021-04-06,Росздравнадзор,7
2021-04-06,Роскомнадзор,59
2021-04-06,ФНС,54
2021-04-06,суды,237
2021-04-07,МВД,20
2021-04-07,Минкомсвязь,72
2021-04-07,Росалкогольрегулирование,31
2021-04-07,Росздравнадзор,10
2021-04-07,Роспотребнадзор,1
2021-04-07,суды,166
2021-04-08,Минкомсвязь,79
2021-04-08,Росздравнадзор,14
2021-04-08,Роскомнадзор,35
2021-04-08,ФНС,44
2021-04-08,суды,250
2021-04-09,Генпрокуратура,10
2021-04-09,МВД,13
2021-04-09,Минкомсвязь,71
2021-04-09,Росалкогольрегулирование,13
2021-04-09,Росздравнадзор,6
2021-04-09,Роскомнадзор,24
2021-04-09,суды,398
2021-04-10,Роскомнадзор,2
2021-04-12,МВД,5
2021-04-12,Минкомсвязь,79
2021-04-12,Росалкогольрегулирование,29
2021-04-12,Росздравнадзор,30
2021-04-12,Роскомнадзор,45
2021-04-12,суды,209
2021-04-13,Генпрокуратура,19
2021-04-13,МВД,21
2021-04-13,Минкомсвязь,59
2021-04-13,Росздравнадзор,24
2021-04-13,Роскомнадзор,39
2021-04-13,Росмолодежь,1
2021-04-13,ФНС,132
2021-04-13,суды,488
2021-04-14,МВД,39
2021-04-14,Минкомсвязь,68
2021-04-14,Росалкогольрегулирование,17
2021-04-14,Росздравнадзор,5
2021-04-14,Роскомнадзор,26
2021-04-14,Роспотребнадзор,1
2021-04-14,ФНС,50
2021-04-14,суды,328
2021-04-15,МВД,9
2021-04-15,Минкомсвязь,58
2021-04-15,Росздравнадзор,11
2021-04-15,Роскомнадзор,16
2021-04-15,Росмолодежь,1
2021-04-15,Роспотребнадзор,4
2021-04-15,ФНС,45
2021-04-15,суды,366
2021-04-16,Минкомсвязь,53
2021-04-16,Росалкогольрегулирование,3
2021-04-16,Росздравнадзор,12
2021-04-16,Роскомнадзор,6
2021-04-16,ФНС,49
2021-04-16,суды,371
2021-04-18,Роскомнадзор,5
2021-04-19,Генпрокуратура,14
2021-04-19,МВД,39
2021-04-19,Минкомсвязь,64
2021-04-19,Росздравнадзор,18
2021-04-19,Роскомнадзор,17
2021-04-19,суды,426
2021-04-20,Минкомсвязь,28
2021-04-20,Росалкогольрегулирование,8
2021-04-20,Росздравнадзор,3
2021-04-20,Роскомнадзор,12
2021-04-20,ФНС,307
2021-04-20,суды,406
2021-04-21,Генпрокуратура,9
2021-04-21,МВД,2
2021-04-21,Минкомсвязь,107
2021-04-21,Роскомнадзор,38
2021-04-21,ФНС,44
2021-04-21,суды,427
2021-04-22,МВД,2
2021-04-22,Минкомсвязь,64
2021-04-22,Росздравнадзор,9
2021-04-22,Роскомнадзор,27
2021-04-22,суды,327
2021-04-23,Генпрокуратура,14
2021-04-23,МВД,41
2021-04-23,Минкомсвязь,99
2021-04-23,Росалкогольрегулирование,17
2021-04-23,Росздравнадзор,3
2021-04-23,Роскомнадзор,7
2021-04-23,Росмолодежь,1
2021-04-23,суды,314
2021-04-24,Роскомнадзор,2
2021-04-26,Минкомсвязь,62
2021-04-26,Роскомнадзор,24
2021-04-26,ФНС,311
2021-04-26,суды,506
2021-04-27,МВД,16
2021-04-27,Минкомсвязь,38
2021-04-27,Росздравнадзор,5
2021-04-27,Роскомнадзор,6
2021-04-27,Роспотребнадзор,11
2021-04-27,ФНС,122
2021-04-27,суды,290
2021-04-28,Генпрокуратура,9
2021-04-28,МВД,35
2021-04-28,Минкомсвязь,39
2021-04-28,Росалкогольрегулирование,30
2021-04-28,Росздравнадзор,11
2021-04-28,Роскомнадзор,83
2021-04-28,Роспотребнадзор,4
2021-04-28,ФНС,135
2021-04-28,суды,421
2021-04-29,МВД,2
2021-04-29,Минкомсвязь,66
2021-04-29,Роскомнадзор,39
2021-04-29,ФНС,46
2021-04-29,суды,601
2021-04-30,Генпрокуратура,22
2021-04-30,МВД,14
2021-04-30,Минкомсвязь,75
2021-04-30,Росалкогольрегулирование,3
2021-04-30,Роскомнадзор,1
2021-04-30,суды,382
2021-05-03,Роскомнадзор,19
2021-05-04,Росздравнадзор,32
2021-05-04,ФНС,77
2021-05-04,суды,360
2021-05-05,Росздравнадзор,14
2021-05-05,суды,118
2021-05-06,Росздравнадзор,3
2021-05-06,суды,154
2021-05-07,МВД,41
2021-05-07,суды,116
2021-05-11,Минкомсвязь,162
2021-05-11,Росалкогольрегулирование,42
2021-05-11,Росздравнадзор,13
2021-05-11,Роскомнадзор,33
2021-05-11,ФНС,88
2021-05-11,суды,437
2021-05-12,Генпрокуратура,37
2021-05-12,МВД,9
2021-05-12,Минкомсвязь,77
2021-05-12,Росздравнадзор,62
2021-05-12,Роскомнадзор,60
2021-05-12,Росмолодежь,2
2021-05-12,суды,384
2021-05-13,МВД,27
2021-05-13,Минкомсвязь,82
2021-05-13,Роскомнадзор,154
2021-05-13,ФНС,36
2021-05-13,суды,477
2021-05-14,Генпрокуратура,16
2021-05-14,МВД,20
2021-05-14,Росалкогольрегулирование,9
2021-05-14,Росздравнадзор,40
2021-05-14,ФНС,151
2021-05-14,суды,362
2021-05-17,МВД,6
2021-05-17,Минкомсвязь,77
2021-05-17,Росздравнадзор,21
2021-05-17,Роскомнадзор,100
2021-05-17,ФНС,36
2021-05-17,суды,302
2021-05-18,Генпрокуратура,9
2021-05-18,МВД,5
2021-05-18,Минкомсвязь,80
2021-05-18,Росалкогольрегулирование,9
2021-05-18,Росздравнадзор,35
2021-05-18,Роскомнадзор,53
2021-05-18,Росмолодежь,1
2021-05-18,суды,230
2021-05-19,МВД,20
2021-05-19,Минкомсвязь,48
2021-05-19,Росалкогольрегулирование,8
2021-05-19,Росздравнадзор,31
2021-05-19,Роскомнадзор,56
2021-05-19,суды,384
2021-05-20,Генпрокуратура,13
2021-05-20,МВД,1
2021-05-20,Минкомсвязь,70
2021-05-20,Росздравнадзор,34
2021-05-20,Роскомнадзор,17
2021-05-20,ФНС,109
2021-05-20,суды,373
2021-05-21,Генпрокуратура,1
2021-05-21,МВД,14
2021-05-21,Минкомсвязь,60
2021-05-21,Росздравнадзор,10
2021-05-21,Роскомнадзор,42
2021-05-21,ФНС,61
2021-05-21,суды,151
2021-05-22,Роскомнадзор,25
2021-05-24,МВД,7
2021-05-24,Минкомсвязь,74
2021-05-24,Росалкогольрегулирование,1
2021-05-24,Росздравнадзор,29
2021-05-24,Роскомнадзор,31
2021-05-24,ФНС,114
2021-05-24,суды,325
2021-05-25,Генпрокуратура,7
2021-05-25,МВД,20
2021-05-25,Минкомсвязь,76
2021-05-25,Росалкогольрегулирование,1
2021-05-25,Росздравнадзор,11
2021-05-25,Роскомнадзор,26
2021-05-25,ФНС,63
2021-05-25,суды,268
2021-05-26,МВД,2
2021-05-26,Минкомсвязь,42
2021-05-26,Росздравнадзор,19
2021-05-26,Роскомнадзор,22
2021-05-26,суды,297
2021-05-27,МВД,27
2021-05-27,Минкомсвязь,66
2021-05-27,Росалкогольрегулирование,51
2021-05-27,Росздравнадзор,36
2021-05-27,Роскомнадзор,15
2021-05-27,Роспотребнадзор,1
2021-05-27,ФНС,160
2021-05-27,суды,312
2021-05-28,МВД,22
2021-05-28,Минкомсвязь,51
2021-05-28,Росздравнадзор,9
2021-05-28,Роскомнадзор,16
2021-05-28,Росмолодежь,1
2021-05-28,Роспотребнадзор,1
2021-05-28,ФНС,88
2021-05-28,суды,264
2021-05-30,Роскомнадзор,10
2021-05-31,Генпрокуратура,14
2021-05-31,МВД,37
2021-05-31,Минкомсвязь,86
2021-05-31,Росздравнадзор,12
2021-05-31,Роскомнадзор,32
2021-05-31,Роспотребнадзор,1
2021-05-31,ФНС,36
2021-05-31,суды,561
2021-06-01,Генпрокуратура,6
2021-06-01,МВД,20
2021-06-01,Минкомсвязь,66
2021-06-01,Росздравнадзор,27
2021-06-01,Роскомнадзор,24
2021-06-01,Роспотребнадзор,5
2021-06-01,суды,328
2021-06-02,Генпрокуратура,6
2021-06-02,МВД,5
2021-06-02,Минкомсвязь,30
2021-06-02,Росздравнадзор,4
2021-06-02,Роскомнадзор,20
2021-06-02,Роспотребнадзор,1
2021-06-02,ФНС,138
2021-06-02,суды,228
2021-06-03,МВД,20
2021-06-03,Минкомсвязь,74
2021-06-03,Росалкогольрегулирование,89
2021-06-03,Росздравнадзор,18
2021-06-03,Роскомнадзор,38
2021-06-03,суды,282
2021-06-04,Генпрокуратура,11
2021-06-04,МВД,14
2021-06-04,Минкомсвязь,60
2021-06-04,Росздравнадзор,12
2021-06-04,Роскомнадзор,22
2021-06-04,Росмолодежь,1
2021-06-04,Роспотребнадзор,2
2021-06-04,ФНС,63
2021-06-04,суды,273
2021-06-06,Роскомнадзор,10
2021-06-07,МВД,13
2021-06-07,Минкомсвязь,32
2021-06-07,Росздравнадзор,20
2021-06-07,Роскомнадзор,10
2021-06-07,суды,326
2021-06-08,Генпрокуратура,6
2021-06-08,МВД,31
2021-06-08,Минкомсвязь,93
2021-06-08,Росздравнадзор,21
2021-06-08,Роскомнадзор,28
2021-06-08,суды,230
2021-06-09,МВД,10
2021-06-09,Минкомсвязь,62
2021-06-09,Росалкогольрегулирование,58
2021-06-09,Росздравнадзор,31
2021-06-09,Роскомнадзор,28
2021-06-09,Роспотребнадзор,2
2021-06-09,ФНС,338
2021-06-09,суды,241
2021-06-10,МВД,7
2021-06-10,Минкомсвязь,79
2021-06-10,Росздравнадзор,25
2021-06-10,Роскомнадзор,26
2021-06-10,ФНС,171
2021-06-10,суды,284
2021-06-11,Минкомсвязь,46
2021-06-11,Росздравнадзор,11
2021-06-11,Роскомнадзор,2
2021-06-11,Роспотребнадзор,2
2021-06-11,ФНС,110
2021-06-11,суды,223
2021-06-12,Роскомнадзор,26
2021-06-14,суды,2
2021-06-15,Генпрокуратура,82
2021-06-15,МВД,43
2021-06-15,Минкомсвязь,94
2021-06-15,Росалкогольрегулирование,66
2021-06-15,Роскомнадзор,42
2021-06-15,ФНС,239
2021-06-15,суды,424
2021-06-16,МВД,19
2021-06-16,Минкомсвязь,70
2021-06-16,Росздравнадзор,5
2021-06-16,Роскомнадзор,6
2021-06-16,Роспотребнадзор,1
2021-06-16,ФНС,186
2021-06-16,суды,269
2021-06-17,МВД,29
2021-06-17,Минкомсвязь,51
2021-06-17,Росздравнадзор,15
2021-06-17,Роскомнадзор,38
2021-06-17,суды,251
2021-06-18,Генпрокуратура,320
2021-06-18,МВД,6
2021-06-18,Минкомсвязь,45
2021-06-18,Роскомнадзор,51
2021-06-18,Росмолодежь,1
2021-06-18,суды,272
2021-06-19,Роскомнадзор,8
2021-06-20,Роскомнадзор,1
2021-06-21,МВД,13
2021-06-21,Минкомсвязь,74
2021-06-21,Росалкогольрегулирование,45
2021-06-21,Росздравнадзор,23
2021-06-21,Роскомнадзор,59
2021-06-21,ФНС,324
2021-06-21,суды,400
2021-06-22,МВД,9
2021-06-22,Минкомсвязь,48
2021-06-22,Росздравнадзор,4
2021-06-22,Роскомнадзор,39
2021-06-22,суды,309
2021-06-23,Генпрокуратура,5
2021-06-23,МВД,1
2021-06-23,Минкомсвязь,44
2021-06-23,Росздравнадзор,30
2021-06-23,Роскомнадзор,63
2021-06-23,ФНС,79
2021-06-23,суды,321
2021-06-24,МВД,7
2021-06-24,Минкомсвязь,57
2021-06-24,Росздравнадзор,22
2021-06-24,Роскомнадзор,31
2021-06-24,судебные приставы,1
2021-06-24,суды,630
2021-06-25,Генпрокуратура,16
2021-06-25,МВД,10
2021-06-25,Минкомсвязь,56
2021-06-25,Росалкогольрегулирование,39
2021-06-25,Росздравнадзор,2
2021-06-25,Роскомнадзор,44
2021-06-25,ФНС,282
2021-06-25,суды,302
2021-06-27,Роскомнадзор,1
2021-06-28,Минкомсвязь,63
2021-06-28,Росздравнадзор,19
2021-06-28,Роскомнадзор,84
2021-06-28,ФНС,168
2021-06-28,суды,368
2021-06-29,Генпрокуратура,31
2021-06-29,МВД,6
2021-06-29,Минкомсвязь,34
2021-06-29,Росздравнадзор,13
2021-06-29,Роскомнадзор,46
2021-06-29,Росмолодежь,2
2021-06-29,ФНС,100
2021-06-29,суды,404
2021-06-30,МВД,10
2021-06-30,Росздравнадзор,2
2021-06-30,Роскомнадзор,22
2021-06-30,Росмолодежь,1
2021-06-30,ФНС,41
2021-06-30,суды,620
2021-07-01,Генпрокуратура,25
2021-07-01,МВД,15
2021-07-01,Минкомсвязь,92
2021-07-01,Росалкогольрегулирование,63
2021-07-01,Росздравнадзор,6
2021-07-01,Роскомнадзор,34
2021-07-01,Росмолодежь,2
2021-07-01,суды,295
2021-07-02,Генпрокуратура,8
2021-07-02,МВД,3
2021-07-02,Минкомсвязь,60
2021-07-02,Росздравнадзор,33
2021-07-02,Роскомнадзор,16
2021-07-02,ФНС,65
2021-07-02,суды,263
2021-07-05,Генпрокуратура,14
2021-07-05,МВД,33
2021-07-05,Минкомсвязь,52
2021-07-05,Росздравнадзор,2
2021-07-05,Роскомнадзор,52
2021-07-05,Роспотребнадзор,3
2021-07-05,ФНС,135
2021-07-05,суды,287
2021-07-06,Минкомсвязь,68
2021-07-06,Росздравнадзор,45
2021-07-06,Роскомнадзор,10
2021-07-06,суды,321
2021-07-07,Минкомсвязь,50
2021-07-07,Росалкогольрегулирование,25
2021-07-07,Росздравнадзор,13
